,Video ID,Likes,Sentiment
2963,mpS6UNfnajw,111,2
2964,mpS6UNfnajw,1317,0
2965,mpS6UNfnajw,20,2
2966,mpS6UNfnajw,202,2
2967,mpS6UNfnajw,3,2
2968,ExqpymyUFt4,52,2
2969,ExqpymyUFt4,3,2
2970,ExqpymyUFt4,2,2
2971,ExqpymyUFt4,11,2
2972,ExqpymyUFt4,4,2
2973,ExqpymyUFt4,5,2
2974,ExqpymyUFt4,1,2
2975,ExqpymyUFt4,1,2
2976,ExqpymyUFt4,1,2
2977,ExqpymyUFt4,2,2
2978,oQm8Df4UYNw,682,1
2979,oQm8Df4UYNw,2105,1
2980,oQm8Df4UYNw,2262,0
2981,oQm8Df4UYNw,1263,2
2982,oQm8Df4UYNw,69,2
2983,oQm8Df4UYNw,1109,2
2984,oQm8Df4UYNw,215,2
2985,oQm8Df4UYNw,3,2
2986,oQm8Df4UYNw,100,2
2987,oQm8Df4UYNw,38,1
2988,WJD8P9Fi1yc,1559,0
2989,WJD8P9Fi1yc,134,2
2990,WJD8P9Fi1yc,558,2
2991,WJD8P9Fi1yc,389,0
2992,WJD8P9Fi1yc,10,2
2993,WJD8P9Fi1yc,80,2
2994,WJD8P9Fi1yc,99,2
2995,WJD8P9Fi1yc,6,2
2996,WJD8P9Fi1yc,1,2
2997,WJD8P9Fi1yc,1,2
2998,V-7nSV5M3Bk,14547,2
2999,V-7nSV5M3Bk,220,2
3000,V-7nSV5M3Bk,162,2
3001,V-7nSV5M3Bk,1133,1
3002,V-7nSV5M3Bk,548,2
3003,V-7nSV5M3Bk,11677,2
3004,V-7nSV5M3Bk,342,2
3005,V-7nSV5M3Bk,243,2
3006,V-7nSV5M3Bk,642,2
3007,V-7nSV5M3Bk,29,1
3008,h3Xpc1KoCbM,18,2
3009,h3Xpc1KoCbM,2,2
3010,h3Xpc1KoCbM,1,1
3011,h3Xpc1KoCbM,1,2
3012,h3Xpc1KoCbM,0,2
3013,h3Xpc1KoCbM,4,1
3014,h3Xpc1KoCbM,2,2
3015,h3Xpc1KoCbM,1,2
3016,h3Xpc1KoCbM,1,2
3017,h3Xpc1KoCbM,5,2
3018,GMsrRe_4akE,954,2
3019,GMsrRe_4akE,211,2
3020,GMsrRe_4akE,131,2
3021,GMsrRe_4akE,76,2
3022,GMsrRe_4akE,61,2
3023,GMsrRe_4akE,56,2
3024,GMsrRe_4akE,71,2
3025,GMsrRe_4akE,30,2
3026,GMsrRe_4akE,86,2
3027,GMsrRe_4akE,66,2
3028,O_qgaOUR3Fo,524,1
3029,O_qgaOUR3Fo,5749,2
3030,O_qgaOUR3Fo,2508,2
3031,O_qgaOUR3Fo,1032,2
3032,O_qgaOUR3Fo,934,2
3033,O_qgaOUR3Fo,1034,2
3034,O_qgaOUR3Fo,10814,2
3035,O_qgaOUR3Fo,9,2
3036,O_qgaOUR3Fo,91,2
3037,O_qgaOUR3Fo,363,2
3038,bRE4ehYNvIY,72,1
3039,bRE4ehYNvIY,2119,0
3040,bRE4ehYNvIY,496,2
3041,bRE4ehYNvIY,812,2
3042,bRE4ehYNvIY,328,2
3043,bRE4ehYNvIY,569,2
3044,bRE4ehYNvIY,112,2
3045,bRE4ehYNvIY,10,1
3046,bRE4ehYNvIY,69,2
3047,bRE4ehYNvIY,72,2
3048,dCYDZDlcO6g,698,1
3049,dCYDZDlcO6g,265,2
3050,dCYDZDlcO6g,393,1
3051,dCYDZDlcO6g,11,2
3052,dCYDZDlcO6g,6,2
3053,dCYDZDlcO6g,12,2
3054,dCYDZDlcO6g,331,2
3055,dCYDZDlcO6g,5,2
3056,dCYDZDlcO6g,2,2
3057,dCYDZDlcO6g,3,2
3058,o9gQBGk1XaE,1004,2
3059,o9gQBGk1XaE,206,1
3060,o9gQBGk1XaE,16,2
3061,o9gQBGk1XaE,75,2
3062,o9gQBGk1XaE,7,2
3063,o9gQBGk1XaE,592,2
3064,o9gQBGk1XaE,12,2
3065,o9gQBGk1XaE,2,2
3066,o9gQBGk1XaE,7,2
3067,o9gQBGk1XaE,17,1
3068,UxQg3_Cmwhw,3167,1
3069,UxQg3_Cmwhw,61139,2
3070,UxQg3_Cmwhw,638,0
3071,UxQg3_Cmwhw,5,2
3072,UxQg3_Cmwhw,451,2
3073,UxQg3_Cmwhw,14,2
3074,UxQg3_Cmwhw,15363,1
3075,UxQg3_Cmwhw,131,2
3076,UxQg3_Cmwhw,23,2
3077,UxQg3_Cmwhw,26,2
3078,ZIJpiMXOaUg,57,1
3079,ZIJpiMXOaUg,141,2
3080,ZIJpiMXOaUg,73,2
3081,ZIJpiMXOaUg,213,2
3082,ZIJpiMXOaUg,61,2
3083,ZIJpiMXOaUg,13,2
3084,ZIJpiMXOaUg,19,2
3085,ZIJpiMXOaUg,14,2
3086,ZIJpiMXOaUg,4,2
3087,ZIJpiMXOaUg,31,2
3088,QGm6v9-1ZBU,3369,2
3089,QGm6v9-1ZBU,13827,1
3090,QGm6v9-1ZBU,115,2
3091,QGm6v9-1ZBU,682,2
3092,QGm6v9-1ZBU,166,2
3093,QGm6v9-1ZBU,131,2
3094,QGm6v9-1ZBU,3784,0
3095,QGm6v9-1ZBU,19,2
3096,QGm6v9-1ZBU,20,2
3097,QGm6v9-1ZBU,1,2
3098,LeC5yJq4tsI,612,1
3099,LeC5yJq4tsI,45,1
3100,LeC5yJq4tsI,414,1
3101,LeC5yJq4tsI,9,2
3102,LeC5yJq4tsI,11,0
3103,LeC5yJq4tsI,44,1
3104,LeC5yJq4tsI,93,2
3105,LeC5yJq4tsI,33,1
3106,LeC5yJq4tsI,4,2
3107,LeC5yJq4tsI,93,2
3108,jL0qadiKDlQ,50082,2
3109,jL0qadiKDlQ,17363,1
3110,jL0qadiKDlQ,96,1
3111,jL0qadiKDlQ,913,2
3112,jL0qadiKDlQ,1254,2
3113,jL0qadiKDlQ,223,1
3114,jL0qadiKDlQ,22402,0
3115,jL0qadiKDlQ,690,1
3116,jL0qadiKDlQ,81,2
3117,jL0qadiKDlQ,28,1
3118,cHU8kPS9vEY,1106,2
3119,cHU8kPS9vEY,8112,1
3120,cHU8kPS9vEY,9,2
3121,cHU8kPS9vEY,32,2
3122,cHU8kPS9vEY,24,2
3123,cHU8kPS9vEY,13,2
3124,cHU8kPS9vEY,5904,2
3125,cHU8kPS9vEY,9,1
3126,cHU8kPS9vEY,6,2
3127,cHU8kPS9vEY,4,2
3128,ud9TRfHA1EM,69,0
3129,ud9TRfHA1EM,1,1
3130,ud9TRfHA1EM,0,1
3131,ud9TRfHA1EM,0,2
3132,ud9TRfHA1EM,0,1
3133,ud9TRfHA1EM,16,2
3134,ud9TRfHA1EM,0,2
3135,ud9TRfHA1EM,0,2
3136,ud9TRfHA1EM,2,1
3137,ud9TRfHA1EM,4,2
3138,lMmqdJG1i94,17755,1
3139,lMmqdJG1i94,59,2
3140,lMmqdJG1i94,0,2
3141,lMmqdJG1i94,0,1
3142,lMmqdJG1i94,4,0
3143,lMmqdJG1i94,415,2
3144,lMmqdJG1i94,0,1
3145,lMmqdJG1i94,1,2
3146,lMmqdJG1i94,2,2
3147,lMmqdJG1i94,0,2
3148,YddlgO8ZN00,88,1
3149,YddlgO8ZN00,16,1
3150,YddlgO8ZN00,13,2
3151,YddlgO8ZN00,50,1
3152,YddlgO8ZN00,51,1
3153,YddlgO8ZN00,31,2
3154,YddlgO8ZN00,52,2
3155,YddlgO8ZN00,141,1
3156,YddlgO8ZN00,35,1
3157,YddlgO8ZN00,20,2
3158,54CXEWwy5U4,0,0
3159,54CXEWwy5U4,2,0
3160,54CXEWwy5U4,6,2
3161,54CXEWwy5U4,5,0
3162,54CXEWwy5U4,10,1
3163,54CXEWwy5U4,0,0
3164,54CXEWwy5U4,0,1
3165,54CXEWwy5U4,1,1
3166,54CXEWwy5U4,3,2
3167,ZtiuDBnbYmk,6,2
3168,ZtiuDBnbYmk,4,2
3169,ZtiuDBnbYmk,2,2
3170,ZtiuDBnbYmk,4,2
3171,ZtiuDBnbYmk,2,2
3172,ZtiuDBnbYmk,5,2
3173,ZtiuDBnbYmk,0,2
3174,ZtiuDBnbYmk,1,2
3175,ZtiuDBnbYmk,3,2
3176,ZtiuDBnbYmk,1,2
3177,0vEdNPoeemQ,11,2
3178,gwCWtTzf4Ss,77,2
3179,gwCWtTzf4Ss,19,2
3180,gwCWtTzf4Ss,16,1
3181,gwCWtTzf4Ss,37,0
3182,gwCWtTzf4Ss,62,0
3183,gwCWtTzf4Ss,2,0
3184,gwCWtTzf4Ss,3,0
3185,gwCWtTzf4Ss,9,2
3186,gwCWtTzf4Ss,6,0
3187,gwCWtTzf4Ss,11,0
3188,gNC_d2G_Eyo,0,0
3189,gNC_d2G_Eyo,2,0
3190,gNC_d2G_Eyo,0,1
3191,gNC_d2G_Eyo,0,0
3192,gNC_d2G_Eyo,1,0
3193,gNC_d2G_Eyo,0,1
3194,gNC_d2G_Eyo,0,1
3195,gNC_d2G_Eyo,2,2
3196,gNC_d2G_Eyo,3,2
3197,gNC_d2G_Eyo,2,0
3198,TnOvQ7Tae8I,1,1
3199,TnOvQ7Tae8I,16,1
3200,TnOvQ7Tae8I,3,0
3201,TnOvQ7Tae8I,2,2
3202,TnOvQ7Tae8I,1,0
3203,RqziFH-RdJI,98,2
3204,RqziFH-RdJI,10,0
3205,RqziFH-RdJI,5,1
3206,RqziFH-RdJI,4,0
3207,RqziFH-RdJI,2,1
3208,RqziFH-RdJI,8,1
3209,RqziFH-RdJI,3,0
3210,RqziFH-RdJI,26,2
3211,RqziFH-RdJI,13,0
3212,RqziFH-RdJI,2,1
3213,V6hofBnlJLY,0,1
3214,V6hofBnlJLY,0,1
3215,V6hofBnlJLY,0,1
3216,5_NdbRUNjoY,11,1
3217,5_NdbRUNjoY,90,0
3218,5_NdbRUNjoY,25,0
3219,5_NdbRUNjoY,63,1
3220,5_NdbRUNjoY,31,1
3221,5_NdbRUNjoY,42,1
3222,5_NdbRUNjoY,2,1
3223,5_NdbRUNjoY,6,0
3224,5_NdbRUNjoY,5,2
3225,5_NdbRUNjoY,2,0
3226,KoAXaMX_Bq8,0,2
3227,KoAXaMX_Bq8,1,0
3228,KoAXaMX_Bq8,2,0
3229,KoAXaMX_Bq8,3,0
3230,REEBfd1EbhI,5,1
3231,REEBfd1EbhI,3,0
3232,REEBfd1EbhI,0,1
3233,REEBfd1EbhI,1,2
3234,REEBfd1EbhI,2,0
3235,REEBfd1EbhI,0,2
3236,REEBfd1EbhI,0,1
3237,REEBfd1EbhI,0,2
3238,REEBfd1EbhI,0,1
3239,REEBfd1EbhI,0,2
3240,JpleDvbCvbE,28,0
3241,JpleDvbCvbE,12,0
3242,JpleDvbCvbE,3,0
3243,JpleDvbCvbE,7,0
3244,JpleDvbCvbE,9,0
3245,JpleDvbCvbE,4,1
3246,JpleDvbCvbE,19,1
3247,JpleDvbCvbE,3,0
3248,JpleDvbCvbE,7,1
3249,JpleDvbCvbE,10,0
3250,fkzjkU2Pemk,85,2
3251,fkzjkU2Pemk,68,0
3252,fkzjkU2Pemk,4,2
3253,fkzjkU2Pemk,21,2
3254,fkzjkU2Pemk,0,0
3255,fkzjkU2Pemk,21,1
3256,fkzjkU2Pemk,12,2
3257,fkzjkU2Pemk,0,2
3258,fkzjkU2Pemk,1,1
3259,wvXDB9dMdEo,732,2
3260,wvXDB9dMdEo,1,2
3261,wvXDB9dMdEo,7,2
3262,wvXDB9dMdEo,163,2
3263,wvXDB9dMdEo,106,2
3264,wvXDB9dMdEo,1080,1
3265,wvXDB9dMdEo,81,2
3266,wvXDB9dMdEo,0,2
3267,wvXDB9dMdEo,5,2
3268,wvXDB9dMdEo,28,2
3269,7RvBj9r5Dhg,0,1
3270,WEDIj9JBTC8,293,2
3271,WEDIj9JBTC8,42,2
3272,WEDIj9JBTC8,900,0
3273,WEDIj9JBTC8,207,0
3274,WEDIj9JBTC8,5,2
3275,WEDIj9JBTC8,68,1
3276,WEDIj9JBTC8,28,2
3277,WEDIj9JBTC8,58,2
3278,WEDIj9JBTC8,8,1
3279,WEDIj9JBTC8,3452,2
3280,Dugn51K_6WA,340,2
3281,Dugn51K_6WA,265,1
3282,Dugn51K_6WA,51,1
3283,Dugn51K_6WA,51,2
3284,Dugn51K_6WA,15,2
3285,Dugn51K_6WA,3,2
3286,Dugn51K_6WA,3,2
3287,Dugn51K_6WA,1,2
3288,Dugn51K_6WA,51,1
3289,Dugn51K_6WA,11,2
3290,dCfCJ1kAPeQ,50,0
3291,dCfCJ1kAPeQ,46,1
3292,dCfCJ1kAPeQ,61,2
3293,dCfCJ1kAPeQ,25,2
3294,dCfCJ1kAPeQ,0,2
3295,dCfCJ1kAPeQ,1,2
3296,dCfCJ1kAPeQ,1,0
3297,eQeoqm8q1m8,72,2
3298,eQeoqm8q1m8,67,0
3299,eQeoqm8q1m8,37,2
3300,eQeoqm8q1m8,3,1
3301,eQeoqm8q1m8,8,0
3302,eQeoqm8q1m8,3,0
3303,eQeoqm8q1m8,0,0
3304,eQeoqm8q1m8,1,1
3305,eQeoqm8q1m8,0,2
3306,eQeoqm8q1m8,0,1
3307,wjhbTqGt5tc,2,1
3308,12VhIiNsmoQ,40,2
3309,12VhIiNsmoQ,1,0
3310,12VhIiNsmoQ,0,1
3311,12VhIiNsmoQ,45,2
3312,12VhIiNsmoQ,0,2
3313,12VhIiNsmoQ,5,0
3314,12VhIiNsmoQ,0,0
3315,12VhIiNsmoQ,8,2
3316,12VhIiNsmoQ,0,2
3317,12VhIiNsmoQ,0,2
3318,Z1zGF078tWw,380,2
3319,Z1zGF078tWw,103,2
3320,Z1zGF078tWw,128,2
3321,Z1zGF078tWw,184,2
3322,Z1zGF078tWw,533,2
3323,Z1zGF078tWw,433,2
3324,Z1zGF078tWw,50,0
3325,Z1zGF078tWw,396,0
3326,Z1zGF078tWw,317,2
3327,Z1zGF078tWw,33,2
3328,FoLhnfKA-B4,2,1
3329,zhUnEg0he4A,4294,2
3330,zhUnEg0he4A,3979,2
3331,zhUnEg0he4A,3822,1
3332,zhUnEg0he4A,1395,0
3333,zhUnEg0he4A,3364,1
3334,zhUnEg0he4A,4713,0
3335,zhUnEg0he4A,1114,2
3336,zhUnEg0he4A,774,2
3337,zhUnEg0he4A,921,0
3338,zhUnEg0he4A,2929,2
3339,C0YBeTs3Sr0,3,1
3340,C0YBeTs3Sr0,4,2
3341,C0YBeTs3Sr0,0,0
3342,C0YBeTs3Sr0,10,0
3343,C0YBeTs3Sr0,2,1
3344,C0YBeTs3Sr0,0,1
3345,PMbu27Yjs40,0,0
3346,PMbu27Yjs40,24,2
3347,PMbu27Yjs40,3,1
3348,PMbu27Yjs40,1,1
3349,PMbu27Yjs40,0,1
3350,PMbu27Yjs40,0,1
3351,PMbu27Yjs40,2,1
3352,PMbu27Yjs40,0,0
3353,PMbu27Yjs40,0,1
3354,PMbu27Yjs40,0,0
3355,DUi-noArzW8,106,1
3356,DUi-noArzW8,117,1
3357,DUi-noArzW8,11,2
3358,DUi-noArzW8,223,2
3359,DUi-noArzW8,41,0
3360,DUi-noArzW8,39,2
3361,DUi-noArzW8,206,1
3362,DUi-noArzW8,107,1
3363,DUi-noArzW8,342,0
3364,DUi-noArzW8,104,2
3365,7oj6gpAbYgw,12,2
3366,7oj6gpAbYgw,11,2
3367,7oj6gpAbYgw,11,2
3368,7oj6gpAbYgw,17,2
3369,7oj6gpAbYgw,12,2
3370,7oj6gpAbYgw,16,2
3371,7oj6gpAbYgw,12,2
3372,7oj6gpAbYgw,12,2
3373,7oj6gpAbYgw,11,1
3374,7oj6gpAbYgw,11,1
3375,ZMsam_0CObA,184,2
3376,ZMsam_0CObA,408,2
3377,ZMsam_0CObA,4,2
3378,ZMsam_0CObA,97,2
3379,ZMsam_0CObA,273,2
3380,ZMsam_0CObA,149,2
3381,ZMsam_0CObA,114,2
3382,ZMsam_0CObA,200,2
3383,ZMsam_0CObA,553,1
3384,ZMsam_0CObA,50,2
3385,bMXTGGxrQ3A,53,2
3386,bMXTGGxrQ3A,38,2
3387,bMXTGGxrQ3A,926,1
3388,bMXTGGxrQ3A,91,2
3389,bMXTGGxrQ3A,43,1
3390,bMXTGGxrQ3A,37,1
3391,bMXTGGxrQ3A,116,2
3392,bMXTGGxrQ3A,48,2
3393,bMXTGGxrQ3A,17,2
3394,bMXTGGxrQ3A,33,1
3395,_kGzxVf02M0,167,1
3396,_kGzxVf02M0,58,0
3397,_kGzxVf02M0,68,1
3398,_kGzxVf02M0,39,1
3399,_kGzxVf02M0,39,0
3400,_kGzxVf02M0,71,1
3401,_kGzxVf02M0,3,1
3402,_kGzxVf02M0,4,1
3403,_kGzxVf02M0,1,0
3404,_kGzxVf02M0,6,1
3405,mAukJsMg_xI,248,0
3406,mAukJsMg_xI,102,2
3407,mAukJsMg_xI,56,2
3408,mAukJsMg_xI,96,0
3409,mAukJsMg_xI,96,0
3410,mAukJsMg_xI,8,0
3411,mAukJsMg_xI,52,2
3412,mAukJsMg_xI,56,1
3413,mAukJsMg_xI,0,2
3414,mAukJsMg_xI,2,1
3415,oSGld-eY7BM,121,2
3416,oSGld-eY7BM,70,2
3417,oSGld-eY7BM,92,2
3418,oSGld-eY7BM,33,2
3419,oSGld-eY7BM,7,2
3420,oSGld-eY7BM,7,2
3421,oSGld-eY7BM,19,2
3422,oSGld-eY7BM,9,2
3423,oSGld-eY7BM,17,2
3424,oSGld-eY7BM,5,2
3425,jNA6j8rsa3s,5,2
3426,jNA6j8rsa3s,0,2
3427,jNA6j8rsa3s,2,1
3428,jNA6j8rsa3s,1,1
3429,vkBWC70edhw,403,1
3430,vkBWC70edhw,61,1
3431,vkBWC70edhw,28,2
3432,vkBWC70edhw,55,2
3433,vkBWC70edhw,29,1
3434,vkBWC70edhw,4,0
3435,vkBWC70edhw,2,2
3436,vkBWC70edhw,3,0
3437,vkBWC70edhw,1,2
3438,vkBWC70edhw,1,0
3439,5eGRi66iUfU,276,1
3440,5eGRi66iUfU,16,2
3441,5eGRi66iUfU,139,2
3442,5eGRi66iUfU,6,2
3443,5eGRi66iUfU,2,2
3444,5eGRi66iUfU,8,2
3445,5eGRi66iUfU,7,2
3446,5eGRi66iUfU,7,2
3447,5eGRi66iUfU,16,2
3448,5eGRi66iUfU,4,2
3449,RbT6GksZOmk,16,1
3450,RbT6GksZOmk,7,1
3451,RbT6GksZOmk,4,1
3452,RbT6GksZOmk,6,1
3453,RbT6GksZOmk,0,1
3454,RbT6GksZOmk,1,1
3455,RbT6GksZOmk,0,1
3456,RbT6GksZOmk,1,1
3457,RbT6GksZOmk,28,1
3458,RbT6GksZOmk,2,1
3459,0uYnj1i1EQw,169,1
3460,0uYnj1i1EQw,1879,0
3461,0uYnj1i1EQw,312,2
3462,0uYnj1i1EQw,547,2
3463,0uYnj1i1EQw,1070,0
3464,0uYnj1i1EQw,514,1
3465,0uYnj1i1EQw,220,1
3466,0uYnj1i1EQw,41,1
3467,0uYnj1i1EQw,168,2
3468,0uYnj1i1EQw,27,2
3469,KuttwkM3LEc,1185,2
3470,KuttwkM3LEc,951,0
3471,KuttwkM3LEc,1237,1
3472,KuttwkM3LEc,1929,1
3473,KuttwkM3LEc,388,2
3474,KuttwkM3LEc,440,2
3475,KuttwkM3LEc,538,2
3476,KuttwkM3LEc,286,2
3477,KuttwkM3LEc,649,0
3478,KuttwkM3LEc,566,1
3479,Rhbmn9elNcc,6,1
3480,Rhbmn9elNcc,7,2
3481,Rhbmn9elNcc,7,2
3482,Rhbmn9elNcc,4,2
3483,Rhbmn9elNcc,3,2
3484,Rhbmn9elNcc,5,0
3485,Rhbmn9elNcc,1,2
3486,Rhbmn9elNcc,3,1
3487,Rhbmn9elNcc,4,0
3488,Rhbmn9elNcc,1,1
3489,B95xYAfRCtY,2336,2
3490,B95xYAfRCtY,1385,0
3491,B95xYAfRCtY,152,0
3492,B95xYAfRCtY,49,0
3493,B95xYAfRCtY,190,0
3494,B95xYAfRCtY,57,0
3495,B95xYAfRCtY,19,0
3496,B95xYAfRCtY,18,0
3497,B95xYAfRCtY,20,0
3498,B95xYAfRCtY,23,0
3499,M5Ul0c_Wd-Q,30,0
3500,M5Ul0c_Wd-Q,16,2
3501,M5Ul0c_Wd-Q,107,2
3502,M5Ul0c_Wd-Q,6,0
3503,M5Ul0c_Wd-Q,16,2
3504,M5Ul0c_Wd-Q,73,2
3505,M5Ul0c_Wd-Q,5,2
3506,M5Ul0c_Wd-Q,7,2
3507,M5Ul0c_Wd-Q,3,0
3508,M5Ul0c_Wd-Q,8,2
3509,U-WawEOgGLA,2,1
3510,U-WawEOgGLA,0,2
3511,U-WawEOgGLA,1,2
3512,U-WawEOgGLA,1,2
3513,U-WawEOgGLA,2,2
3514,U-WawEOgGLA,3,2
3515,TbAo2-I_UcU,1,1
3516,TbAo2-I_UcU,1,1
3517,TbAo2-I_UcU,2,1
3518,TbAo2-I_UcU,3,2
3519,TbAo2-I_UcU,0,2
3520,TbAo2-I_UcU,0,1
3521,TbAo2-I_UcU,0,1
3522,TbAo2-I_UcU,0,2
3523,TbAo2-I_UcU,0,1
3524,uPZOzWFr5KU,357,2
3525,uPZOzWFr5KU,328,0
3526,uPZOzWFr5KU,1888,2
3527,uPZOzWFr5KU,934,0
3528,uPZOzWFr5KU,1638,2
3529,uPZOzWFr5KU,700,0
3530,uPZOzWFr5KU,77,0
3531,uPZOzWFr5KU,204,0
3532,uPZOzWFr5KU,450,2
3533,uPZOzWFr5KU,39,1
3534,JJeWBxhXWGM,50,2
3535,JJeWBxhXWGM,222,2
3536,JJeWBxhXWGM,98,2
3537,JJeWBxhXWGM,117,2
3538,JJeWBxhXWGM,46,2
3539,JJeWBxhXWGM,39,2
3540,JJeWBxhXWGM,23,2
3541,JJeWBxhXWGM,8,2
3542,JJeWBxhXWGM,4,2
3543,JJeWBxhXWGM,35,2
3544,fhfcEigOfqA,4,1
3545,fhfcEigOfqA,110,0
3546,fhfcEigOfqA,10,2
3547,fhfcEigOfqA,7,2
3548,fhfcEigOfqA,5,1
3549,fhfcEigOfqA,2,1
3550,fhfcEigOfqA,2,1
3551,fhfcEigOfqA,32,1
3552,fhfcEigOfqA,1,2
3553,fhfcEigOfqA,4,2
3554,wX4_IbxeDpU,9,1
3555,wX4_IbxeDpU,12,1
3556,wX4_IbxeDpU,4,2
3557,wX4_IbxeDpU,4,0
3558,wX4_IbxeDpU,3,2
3559,wX4_IbxeDpU,2,2
3560,wX4_IbxeDpU,6,1
3561,wX4_IbxeDpU,2,2
3562,wX4_IbxeDpU,2,2
3563,wX4_IbxeDpU,4,0
3564,M9ASq40D1P8,0,1
3565,M9ASq40D1P8,0,2
3566,M9ASq40D1P8,0,1
3567,M9ASq40D1P8,0,2
3568,M9ASq40D1P8,40,0
3569,M9ASq40D1P8,19,1
3570,M9ASq40D1P8,1,2
3571,M9ASq40D1P8,4,2
3572,M9ASq40D1P8,7,0
3573,M9ASq40D1P8,0,2
3574,E3R0mnnMP0k,0,1
3575,E3R0mnnMP0k,20,2
3576,E3R0mnnMP0k,18,2
3577,E3R0mnnMP0k,30,1
3578,E3R0mnnMP0k,143,2
3579,E3R0mnnMP0k,86,2
3580,E3R0mnnMP0k,84,1
3581,E3R0mnnMP0k,0,2
3582,E3R0mnnMP0k,0,2
3583,fatt4mTXxeI,8,2
3584,fatt4mTXxeI,4,2
3585,fatt4mTXxeI,0,2
3586,fatt4mTXxeI,6,1
3587,fatt4mTXxeI,3,2
3588,fatt4mTXxeI,2,2
3589,fatt4mTXxeI,2,0
3590,fatt4mTXxeI,6,1
3591,fatt4mTXxeI,2,2
3592,fatt4mTXxeI,3,2
3593,GAUDp-iw6z0,81,0
3594,GAUDp-iw6z0,70,0
3595,GAUDp-iw6z0,74,1
3596,GAUDp-iw6z0,95,2
3597,GAUDp-iw6z0,43,2
3598,GAUDp-iw6z0,21,1
3599,9Nv6cfEbWjs,221,0
3600,9Nv6cfEbWjs,153,1
3601,9Nv6cfEbWjs,83,1
3602,9Nv6cfEbWjs,27,1
3603,9Nv6cfEbWjs,128,2
3604,9Nv6cfEbWjs,83,1
3605,9Nv6cfEbWjs,102,2
3606,9Nv6cfEbWjs,162,2
3607,9Nv6cfEbWjs,112,2
3608,9Nv6cfEbWjs,0,2
3609,fABgTl593C4,0,1
3610,fABgTl593C4,0,2
3611,fABgTl593C4,1,2
3612,fABgTl593C4,1,2
3613,fABgTl593C4,2,2
3614,fABgTl593C4,1,2
3615,fABgTl593C4,3,0
3616,fABgTl593C4,1,2
3617,fABgTl593C4,1,2
3618,fABgTl593C4,7,1
3619,lDcqVQnptw8,368,2
3620,lDcqVQnptw8,153,2
3621,lDcqVQnptw8,144,2
3622,lDcqVQnptw8,185,2
3623,lDcqVQnptw8,30,2
3624,lDcqVQnptw8,118,2
3625,lDcqVQnptw8,202,2
3626,lDcqVQnptw8,27,2
3627,lDcqVQnptw8,318,2
3628,lDcqVQnptw8,70,1
3629,JpJ2-wjxzCE,6,2
3630,JpJ2-wjxzCE,3,2
3631,JpJ2-wjxzCE,0,2
3632,JpJ2-wjxzCE,2,2
3633,JpJ2-wjxzCE,2,1
3634,JpJ2-wjxzCE,0,2
3635,JpJ2-wjxzCE,0,1
3636,JpJ2-wjxzCE,0,2
3637,JpJ2-wjxzCE,0,2
3638,JpJ2-wjxzCE,0,1
3639,L1IriPbz1EU,3,1
3640,L1IriPbz1EU,0,2
3641,L1IriPbz1EU,0,2
3642,L1IriPbz1EU,0,2
3643,L1IriPbz1EU,0,2
3644,L1IriPbz1EU,0,2
3645,L1IriPbz1EU,0,2
3646,WTsmsij8ge4,6,2
3647,WTsmsij8ge4,36,0
3648,WTsmsij8ge4,2,0
3649,WTsmsij8ge4,1,2
3650,WTsmsij8ge4,1,2
3651,WTsmsij8ge4,3,1
3652,WTsmsij8ge4,2,1
3653,WTsmsij8ge4,1,0
3654,WTsmsij8ge4,1,2
3655,8JE0yOUAFmM,54,1
3656,8JE0yOUAFmM,43,2
3657,8JE0yOUAFmM,1,2
3658,8JE0yOUAFmM,1,2
3659,8JE0yOUAFmM,0,1
3660,8JE0yOUAFmM,0,2
3661,8JE0yOUAFmM,1,2
3662,8JE0yOUAFmM,0,2
3663,8JE0yOUAFmM,0,2
3664,ROcNcDiicGI,24,1
3665,ROcNcDiicGI,40,0
3666,ROcNcDiicGI,2,0
3667,ROcNcDiicGI,10,2
3668,ROcNcDiicGI,2,2
3669,ROcNcDiicGI,2,0
3670,ROcNcDiicGI,7,1
3671,ROcNcDiicGI,0,0
3672,ROcNcDiicGI,1,0
3673,ROcNcDiicGI,0,2
3674,uTrnjvYD1Bo,4,2
3675,uTrnjvYD1Bo,1,2
3676,uTrnjvYD1Bo,1,2
3677,uTrnjvYD1Bo,2,2
3678,uTrnjvYD1Bo,1,2
3679,uTrnjvYD1Bo,0,2
3680,uTrnjvYD1Bo,2,2
3681,uTrnjvYD1Bo,0,2
3682,uTrnjvYD1Bo,4,1
3683,Q_zgBWGwRpI,23,2
3684,Q_zgBWGwRpI,5,1
3685,Q_zgBWGwRpI,2,1
3686,Q_zgBWGwRpI,1,1
3687,Q_zgBWGwRpI,0,2
3688,Q_zgBWGwRpI,1,1
3689,Q_zgBWGwRpI,1,2
3690,Q_zgBWGwRpI,0,1
3691,Q_zgBWGwRpI,7,2
3692,Q_zgBWGwRpI,3,2
3693,mLXELbuQNQQ,3,0
3694,mLXELbuQNQQ,11,2
3695,mLXELbuQNQQ,3,2
3696,mLXELbuQNQQ,0,1
3697,mLXELbuQNQQ,1,2
3698,mLXELbuQNQQ,0,1
3699,mLXELbuQNQQ,7,1
3700,mLXELbuQNQQ,209,2
3701,mLXELbuQNQQ,0,2
3702,mLXELbuQNQQ,296,1
